booking_id,booking_date,travel_date,customer_id,cust_segment,tour_type,channel,payment_method,destination,pax,base_price_vnd,discount_rate,booking_status,revenue_vnd,satisfaction,is_returning,,
B00730,9/5/2025,12/1/2025,C0260,Family,City Break,Agent,Cash,Huế,3,1457000,10%,Completed,3951000,4.7,TRUE,,
B00731,2/19/2024,4/22/2024,C0201,Family,Beach,Website,Bank Transfer,Phú Quốc,2,5034000,16%,Completed,8497000,4,TRUE,,
B00732,8/13/2024,8/26/2024,C0390,Corporate,Family,Website,Cash,Hà Nội,4,3168000,5%,Completed,12013000,4,TRUE,,
B00733,4/2/2025,4/28/2025,C0053,Family,Beach,Call Center,Card,Hà Nội,1,3446000,18%,Completed,2819000,3.8,TRUE,,
B00734,5/21/2025,7/27/2025,C0109,Student,Foodie,Website,Cash,Hà Nội,3,2013000,5%,Completed,5749000,4.6,TRUE,,
B00735,4/2/2024,5/26/2024,C0040,Family,Adventure,Mobile App,Cash,Huế,1,5253000,14%,Completed,4544000,4,TRUE,,
B00736,7/17/2024,8/20/2024,C0292,Student,Beach,Mobile App,Card,Phú Quốc,1,3431000,5%,Completed,3266000,3.8,FALSE,,
B00737,12/7/2024,1/28/2025,C0271,Student,Beach,Mobile App,Cash,Nha Trang,1,4272000,15%,Completed,3640000,4.5,TRUE,,
B00738,5/12/2025,8/3/2025,C0415,Student,Beach,Website,Card,TP.HCM,1,3945000,5%,Cancelled,0,,TRUE,,
B00739,3/11/2024,4/21/2024,C0228,Family,Cultural,Agent,Bank Transfer,Hạ Long,3,2873000,22%,Completed,6731000,4,TRUE,,
B00740,1/9/2025,1/22/2025,C0064,Family,Foodie,Website,E-wallet,TP.HCM,2,1903000,24%,Completed,2889000,4.3,TRUE,,
B00741,7/3/2024,8/7/2024,C0190,Young Professional,City Break,Agent,E-wallet,Phú Quốc,2,1549000,10%,Completed,2804000,3.9,TRUE,,
B00742,5/14/2024,8/7/2024,C0038,Young Professional,Foodie,Website,Bank Transfer,Sa Pa,2,2532000,12%,Completed,4446000,4,TRUE,,
B00743,11/17/2024,1/27/2025,C0282,Student,Beach,Mobile App,Cash,Đà Nẵng,2,3188000,3%,Completed,6197000,5,FALSE,,
B00744,9/14/2024,11/30/2024,C0284,Young Professional,Adventure,Agent,Bank Transfer,Nha Trang,2,6836000,4%,Completed,13193000,4.1,TRUE,,
B00745,1/31/2025,4/24/2025,C0361,Corporate,Cultural,Website,Card,Đà Nẵng,3,2941000,10%,Completed,7932000,4,TRUE,,
B00746,7/16/2024,8/4/2024,C0143,Corporate,Adventure,Website,Card,Đà Lạt,2,5907000,6%,Completed,11082000,4.1,TRUE,,
B00747,5/27/2025,6/28/2025,C0131,Student,Beach,Agent,Card,Huế,2,3227000,5%,Cancelled,0,,FALSE,,
B00748,2/18/2024,3/3/2024,C0030,Family,Cultural,Website,Card,Phú Quốc,1,2447000,2%,Completed,2396000,3.7,FALSE,,
B00749,6/20/2025,6/30/2025,C0175,Student,Adventure,Website,E-wallet,Hạ Long,3,6424000,11%,Cancelled,0,,TRUE,,
B00750,1/19/2024,4/5/2024,C0200,Young Professional,Beach,Mobile App,Bank Transfer,Hội An,1,4921000,25%,Completed,3696000,4.3,FALSE,,
B00751,4/3/2025,6/27/2025,C0317,Young Professional,Adventure,Agent,Card,Đà Nẵng,1,4458000,11%,Completed,3963000,3.3,TRUE,,
B00752,8/3/2024,8/25/2024,C0317,Young Professional,Family,Mobile App,Card,Phú Quốc,4,3959000,10%,Completed,14205000,5,FALSE,,
B00753,8/26/2024,11/2/2024,C0059,Student,Beach,Website,Cash,Nha Trang,1,3567000,13%,Completed,3089000,4.9,TRUE,,
B00754,1/12/2024,3/5/2024,C0120,Family,Foodie,Call Center,Card,TP.HCM,1,2256000,7%,Completed,2100000,3.8,TRUE,,
B00755,3/13/2025,3/28/2025,C0215,Family,Adventure,Mobile App,Bank Transfer,Nha Trang,1,5840000,12%,Completed,5116000,3.6,TRUE,,
B00756,4/13/2024,7/6/2024,C0141,Young Professional,City Break,Website,E-wallet,Phú Quốc,1,1967000,14%,Completed,1684000,4.3,TRUE,,
B00757,2/14/2025,5/5/2025,C0011,Young Professional,Family,Website,Card,Sa Pa,5,3396000,10%,Completed,15299000,3.5,FALSE,,
B00758,3/27/2025,5/21/2025,C0356,Young Professional,Family,Website,Card,Đà Nẵng,4,3935000,9%,Completed,14276000,4.9,TRUE,,
B00759,6/10/2025,8/16/2025,C0308,Family,Family,Website,Card,Hạ Long,3,3162000,10%,Completed,8499000,4,TRUE,,
B00760,3/17/2025,4/28/2025,C0219,Corporate,City Break,Mobile App,Card,Đà Lạt,4,2463000,19%,Cancelled,0,,TRUE,,
B00761,7/6/2024,9/18/2024,C0134,Young Professional,Family,Website,Card,Phú Quốc,4,4649000,7%,Completed,17313000,3.8,FALSE,,
B00762,4/5/2025,5/21/2025,C0354,Family,Cultural,Mobile App,Card,TP.HCM,3,1946000,10%,Completed,5231000,4.1,TRUE,,
B00763,5/29/2025,8/27/2025,C0015,Young Professional,Beach,Website,Card,Sa Pa,1,4058000,4%,Completed,3896000,4.8,TRUE,,
B00764,7/16/2024,7/31/2024,C0188,Student,Family,Website,Card,Đà Lạt,3,2590000,6%,Completed,7280000,4,TRUE,,
B00765,3/18/2024,4/10/2024,C0337,Student,Beach,Website,Card,Nha Trang,1,2774000,19%,Completed,2258000,4.3,FALSE,,
B00766,7/8/2025,10/4/2025,C0401,Young Professional,Cultural,Mobile App,Bank Transfer,Đà Nẵng,1,1841000,7%,Completed,1708000,4.7,TRUE,,
B00767,4/2/2024,5/5/2024,C0106,Family,Beach,Agent,Card,Phú Quốc,2,4911000,19%,Completed,8005000,3.9,FALSE,,
B00768,1/4/2025,2/8/2025,C0274,Family,Adventure,Website,Bank Transfer,Sa Pa,1,5271000,13%,Completed,4607000,3.6,TRUE,,
B00769,5/27/2024,8/9/2024,C0080,Family,Beach,Website,Card,Đà Lạt,2,4872000,15%,Completed,8253000,3.5,FALSE,,
B00770,3/19/2024,4/13/2024,C0049,Family,Family,Website,Card,Huế,4,3063000,14%,Completed,10549000,4.5,FALSE,,
B00771,4/28/2025,6/18/2025,C0149,Young Professional,City Break,Agent,Card,Hà Nội,1,2550000,6%,Cancelled,0,,TRUE,,
B00772,3/30/2024,5/2/2024,C0372,Young Professional,City Break,Website,Bank Transfer,TP.HCM,1,1375000,15%,Completed,1163000,4.7,FALSE,,
B00773,2/21/2025,3/19/2025,C0290,Student,Cultural,Agent,Card,Hội An,2,2297000,10%,Completed,4135000,4.1,TRUE,,
B00774,3/7/2025,6/3/2025,C0206,Young Professional,Adventure,Website,Card,Phú Quốc,3,6439000,0%,Completed,19317000,3.5,TRUE,,
B00775,2/7/2024,3/4/2024,C0119,Young Professional,Adventure,Website,Card,Đà Nẵng,1,6402000,11%,Completed,5723000,3,FALSE,,
B00776,4/17/2024,5/4/2024,C0060,Student,Adventure,Agent,E-wallet,Hội An,3,4703000,11%,Completed,12628000,5,FALSE,,
B00777,5/9/2025,7/12/2025,C0114,Family,Family,Mobile App,Card,Đà Lạt,4,3747000,0%,Completed,14988000,4.5,TRUE,,
B00778,11/12/2024,1/31/2025,C0065,Family,Beach,Website,Card,Hội An,2,3878000,12%,Completed,6856000,4.3,TRUE,,
B00779,3/16/2024,4/5/2024,C0079,Family,Foodie,Call Center,Bank Transfer,Phú Quốc,1,3365000,0%,Completed,3365000,4.3,FALSE,,
B00780,9/9/2025,11/15/2025,C0289,Young Professional,Beach,Website,Card,Huế,2,2496000,10%,Completed,4498000,3.5,TRUE,,
B00781,6/14/2024,8/6/2024,C0056,Family,City Break,Website,Card,Nha Trang,3,2771000,7%,Cancelled,0,,TRUE,,
B00782,1/3/2024,3/20/2024,C0020,Family,Adventure,Website,Bank Transfer,Phú Quốc,1,5030000,13%,Completed,4396000,5,FALSE,,
B00783,7/29/2025,8/18/2025,C0228,Family,Cultural,Mobile App,Card,Hội An,4,3345000,4%,Completed,12791000,4.5,TRUE,,
B00784,1/11/2024,4/9/2024,C0121,Family,Family,Agent,Card,Đà Lạt,5,3529000,12%,Completed,15616000,3.8,FALSE,,
B00785,12/10/2024,2/8/2025,C0191,Corporate,Beach,Website,Card,Đà Nẵng,1,3770000,7%,Completed,3495000,3.6,TRUE,,
B00786,9/10/2025,11/27/2025,C0059,Student,Family,Agent,Card,Huế,4,3096000,12%,Completed,10886000,3.9,TRUE,,
B00787,12/25/2024,2/2/2025,C0089,Student,Adventure,Mobile App,E-wallet,Đà Nẵng,2,5607000,12%,Completed,9835000,4,TRUE,,
B00788,12/30/2024,3/26/2025,C0186,Family,Beach,Call Center,Cash,Sa Pa,2,3876000,7%,Completed,7240000,5,TRUE,,
B00789,8/29/2024,10/28/2024,C0290,Student,Beach,Agent,Cash,TP.HCM,3,4114000,14%,Completed,10663000,4.1,FALSE,,
B00790,3/20/2024,4/9/2024,C0175,Student,Family,Agent,Card,Sa Pa,2,3355000,14%,Completed,5797000,3.6,FALSE,,
B00791,12/22/2024,3/16/2025,C0228,Family,Cultural,Mobile App,Cash,TP.HCM,1,3161000,11%,Completed,2813000,4.2,TRUE,,
B00792,7/13/2025,9/25/2025,C0220,Young Professional,City Break,Website,Cash,Huế,1,1933000,27%,Completed,1421000,4.3,TRUE,,
B00793,2/26/2024,3/31/2024,C0113,Young Professional,Family,Website,Card,Phú Quốc,5,2686000,11%,Completed,11926000,3.6,FALSE,,
B00794,7/2/2025,8/25/2025,C0118,Family,Family,Mobile App,Bank Transfer,Hà Nội,3,2592000,5%,Completed,7395000,4.4,TRUE,,
B00795,9/15/2024,10/26/2024,C0179,Corporate,Cultural,Website,Cash,Phú Quốc,3,2930000,10%,Completed,7955000,4.8,TRUE,,
B00796,11/30/2024,1/23/2025,C0014,Family,Family,Agent,Bank Transfer,Hội An,3,2004000,6%,Completed,5639000,4.3,TRUE,,
B00797,4/13/2024,7/10/2024,C0288,Young Professional,Foodie,Website,Card,Đà Lạt,1,1795000,9%,Completed,1639000,3.8,FALSE,,
B00798,1/22/2025,4/14/2025,C0259,Student,Beach,Agent,Card,Đà Nẵng,3,3375000,8%,Completed,9325000,3.9,TRUE,,
B00799,4/23/2024,5/20/2024,C0129,Student,Cultural,Website,Bank Transfer,Phú Quốc,2,2203000,9%,Completed,4027000,3.4,FALSE,,
B00800,6/19/2024,9/15/2024,C0157,Young Professional,Cultural,Agent,Bank Transfer,Sa Pa,1,3497000,9%,Completed,3189000,4.1,TRUE,,
B00801,3/25/2025,5/9/2025,C0139,Family,Cultural,Website,Card,Đà Lạt,1,0,6%,Completed,2761000,4.4,TRUE,,
B00802,2/1/2024,4/8/2024,C0274,Family,Beach,Website,Card,Hạ Long,2,3761000,2%,Completed,7409000,3.8,FALSE,,
B00803,10/5/2024,12/15/2024,C0320,Corporate,Adventure,Agent,Bank Transfer,Đà Nẵng,1,6417000,4%,Completed,6154000,5,TRUE,,
B00804,1/5/2025,2/23/2025,C0046,Family,Adventure,Agent,Card,Hà Nội,1,3106000,17%,Completed,2572000,4.6,TRUE,,
B00805,3/23/2024,5/8/2024,C0174,Corporate,Cultural,Agent,Card,Hội An,2,3058000,13%,Completed,5309000,3.3,FALSE,,
B00806,7/2/2024,8/17/2024,C0006,Corporate,Beach,Call Center,Cash,,1,3145000,12%,Completed,2761000,3.3,TRUE,,
B00807,8/2/2024,10/20/2024,C0190,Young Professional,Cultural,Website,Card,Đà Nẵng,1,2680000,75%,Completed,2238000,3.7,TRUE,,
B00808,2/17/2025,3/30/2025,C0105,Family,City Break,Agent,Card,Nha Trang,1,2204000,15%,Completed,1871000,5,TRUE,,
B00809,8/31/2025,10/2/2025,C0142,Young Professional,Family,Website,Card,Đà Nẵng,3,3284000,23%,Completed,7556000,4.6,TRUE,,
B00810,6/4/2025,7/13/2025,C0192,Young Professional,Cultural,Mobile App,E-wallet,Hạ Long,4,3246000,6%,Completed,12257000,5,TRUE,,
B00811,4/28/2024,5/23/2024,C0136,Student,City Break,Website,Card,Phú Quốc,1,3117000,12%,Completed,2730000,4.2,FALSE,,
B00812,1/12/2024,2/22/2024,C0166,Young Professional,Beach,Website,Cash,Hội An,1,3695000,12%,Completed,3255000,4.1,FALSE,,
B00813,2/2/2024,2/21/2024,C0322,Young Professional,Cultural,Mobile App,E-wallet,Hạ Long,2,3532000,21%,Completed,5559000,3.6,FALSE,,
B00814,1/6/2025,1/23/2025,C0341,Student,Cultural,Agent,Cash,Hội An,3,1722000,12%,Completed,4546000,4.4,TRUE,,
B00815,4/7/2024,6/14/2024,C0003,Corporate,Foodie,Website,Card,Nha Trang,2,2248000,3%,Completed,4343000,4.1,FALSE,,
B00816,5/24/2024,6/9/2024,C0159,Family,Family,Agent,Card,Đà Nẵng,4,2704000,8%,Cancelled,0,,FALSE,,
B00817,6/11/2025,8/6/2025,C0356,Young Professional,Family,Mobile App,Card,Sa Pa,5,2932000,3%,Completed,14264000,5,TRUE,,
B00818,6/28/2025,9/9/2025,C0223,Family,Beach,Website,Cash,TP.HCM,2,4599000,15%,Completed,7800000,4.1,FALSE,,
B00819,6/6/2025,8/13/2025,C0087,Family,Beach,Mobile App,E-wallet,Đà Nẵng,4,4416000,8%,Completed,16304000,4.9,TRUE,,
B00820,6/7/2024,7/23/2024,C0250,Young Professional,Family,Website,Bank Transfer,Hạ Long,2,4097000,5%,Completed,7768000,3.4,FALSE,,
B00821,1/21/2025,2/15/2025,C0061,Family,Cultural,Website,Card,Sa Pa,3,2872000,15%,Completed,7289000,5,TRUE,,
B00822,1/15/2025,4/10/2025,C0010,Young Professional,Foodie,Mobile App,Card,Phú Quốc,3,2188000,3%,Completed,6361000,4,TRUE,,
B00823,4/25/2024,7/11/2024,C0266,Student,Family,Website,Bank Transfer,Hà Nội,5,3271000,7%,Completed,15259000,4.6,FALSE,,
B00824,12/10/2024,2/7/2025,C0217,Student,Cultural,Website,Card,TP.HCM,1,2088000,9%,Completed,1896000,4.6,TRUE,,
B00825,11/23/2024,12/10/2024,C0318,Family,Family,Agent,Bank Transfer,Nha Trang,4,2784000,17%,Completed,9198000,4,TRUE,,
B00826,9/3/2024,9/15/2024,C0145,Young Professional,Foodie,Website,Card,Sa Pa,1,2861000,13%,Cancelled,0,,FALSE,,
B00827,4/13/2025,5/18/2025,C0359,Young Professional,Adventure,Agent,Bank Transfer,Nha Trang,2,5685000,8%,Completed,10415000,4.6,FALSE,,
B00828,2/26/2025,3/20/2025,C0177,Young Professional,Beach,Agent,Bank Transfer,Hà Nội,3,2605000,4%,Completed,7526000,3.8,FALSE,,
B00829,11/27/2024,2/14/2025,C0310,Student,Foodie,Website,Card,TP.HCM,2,2219000,20%,Completed,3559000,3.8,TRUE,,
B00830,3/28/2025,4/23/2025,C0043,Family,Cultural,Mobile App,Card,Hội An,2,2464000,10%,Completed,4440000,4.2,TRUE,,
B00831,4/20/2025,5/22/2025,C0041,Young Professional,City Break,Website,Bank Transfer,Phú Quốc,1,2133000,7%,Completed,1977000,4.1,TRUE,,
B00832,12/19/2024,3/18/2025,C0329,Family,Beach,Mobile App,Card,Hà Nội,1,3691000,14%,Completed,3174000,4.9,TRUE,,
B00833,6/15/2024,8/30/2024,C0351,Family,Family,Website,Card,Hà Nội,3,3488000,75%,Completed,9564000,4.6,FALSE,,
B00834,4/17/2025,5/14/2025,C0396,Young Professional,City Break,Agent,Card,Đà Nẵng,2,2321000,16%,Completed,3909000,4.2,TRUE,,
B00835,3/23/2025,5/3/2025,C0137,Corporate,Family,Website,Card,Hà Nội,4,3244000,12%,Completed,11406000,4.5,TRUE,,
B00836,9/4/2025,10/25/2025,C0010,Young Professional,Adventure,Mobile App,Cash,Hội An,2,3542000,13%,Completed,6163000,3.2,TRUE,,
B00837,4/3/2024,6/5/2024,C0412,Family,Family,Website,Card,TP.HCM,2,3979000,7%,Cancelled,0,,TRUE,,
B00838,9/18/2024,12/12/2024,C0253,Young Professional,Beach,Website,Card,Phú Quốc,3,5423000,7%,Completed,15081000,4.3,TRUE,,
B00839,7/29/2025,10/17/2025,C0104,Corporate,Beach,Mobile App,Bank Transfer,Sa Pa,2,2843000,15%,Completed,4862000,4.8,TRUE,,
B00840,11/16/2024,2/13/2025,C0321,Corporate,Cultural,Mobile App,Card,Huế,1,1445000,19%,Completed,1176000,4.3,TRUE,,
B00841,8/10/2025,8/23/2025,C0380,Family,Adventure,Call Center,Card,Huế,1,5944000,6%,Completed,5575000,4.9,TRUE,,
B00842,1/8/2024,2/6/2024,C0120,Family,Cultural,Website,Cash,Đà Nẵng,1,3043000,7%,Cancelled,0,,FALSE,,
B00843,1/22/2024,3/17/2024,C0324,Young Professional,Cultural,Website,Bank Transfer,Hà Nội,1,1793000,11%,Completed,1594000,4,FALSE,,
B00844,5/10/2025,5/23/2025,C0331,Family,City Break,Website,Cash,Đà Lạt,1,2206000,17%,Completed,1842000,4.1,TRUE,,
B00845,8/11/2024,9/18/2024,C0211,Family,Cultural,Website,Bank Transfer,Phú Quốc,1,2046000,1%,Completed,2019000,4.4,TRUE,,
B00846,11/20/2024,12/12/2024,C0266,Student,Cultural,Agent,Card,Hà Nội,1,3380000,0%,Completed,3380000,4,TRUE,,
B00847,9/23/2024,12/17/2024,C0114,Family,Cultural,Agent,Card,Đà Lạt,1,3237000,10%,Completed,2923000,5,FALSE,,
B00848,9/11/2024,9/26/2024,C0391,Family,Beach,Agent,E-wallet,Đà Nẵng,1,2995000,21%,Completed,2363000,3.6,TRUE,,
B00849,8/8/2025,8/30/2025,C0413,Student,Family,Website,Bank Transfer,Đà Nẵng,4,3378000,1%,Cancelled,0,,TRUE,,
B00850,2/28/2024,3/24/2024,C0413,Student,Cultural,Website,Cash,Phú Quốc,2,2958000,13%,Completed,5171000,4.6,TRUE,,
B00851,4/26/2025,5/18/2025,C0310,Student,Beach,Agent,Card,Phú Quốc,1,3531000,10%,Completed,3192000,4,TRUE,,
B00852,7/8/2025,9/2/2025,C0018,Student,Foodie,Website,Card,Hội An,2,1966000,10%,Completed,3523000,3.9,TRUE,,
B00853,2/13/2025,3/24/2025,C0154,Family,City Break,Mobile App,Card,Hạ Long,2,2162000,14%,Completed,3727000,4.2,TRUE,,
B00854,9/3/2024,11/25/2024,C0187,Young Professional,Family,Website,Bank Transfer,Hà Nội,2,2603000,4%,Completed,4987000,4.6,FALSE,,
B00855,4/9/2024,5/10/2024,C0404,Student,City Break,Website,Bank Transfer,TP.HCM,1,2465000,5%,Completed,2332000,4,FALSE,,
B00856,3/1/2025,4/23/2025,C0230,Student,Foodie,Agent,Card,Đà Lạt,1,1672000,10%,Completed,1501000,3.7,TRUE,,
B00857,10/19/2024,12/21/2024,C0226,Corporate,Cultural,Website,Card,Phú Quốc,2,1909000,5%,Completed,3612000,4.8,TRUE,,
B00858,4/3/2024,6/2/2024,C0062,Young Professional,Family,Call Center,Card,Hội An,3,3245000,2%,Completed,9589000,4.4,FALSE,,
B00859,8/12/2024,10/25/2024,C0334,Corporate,Family,Website,Card,Hà Nội,3,2710000,17%,Completed,6772000,4.7,FALSE,,
B00860,8/22/2025,9/17/2025,C0142,Young Professional,Cultural,Website,Bank Transfer,Huế,2,3127000,10%,Completed,5660000,4.6,TRUE,,
B00861,6/14/2024,8/4/2024,C0039,Young Professional,Beach,Website,Cash,Đà Nẵng,4,3297000,4%,Completed,12621000,5,FALSE,,
B00862,4/21/2024,7/4/2024,C0415,Student,Beach,Website,Card,Đà Lạt,1,3205000,7%,Completed,2977000,4.8,FALSE,,
B00863,2/28/2025,5/18/2025,C0080,Family,Family,Mobile App,Cash,Phú Quốc,3,3805000,11%,Completed,10137000,3.8,TRUE,,
B00864,5/4/2024,7/3/2024,C0007,Family,City Break,Website,E-wallet,Huế,1,2130000,9%,Completed,1932000,4.4,FALSE,,
B00865,7/27/2025,9/27/2025,C0033,Young Professional,Family,Mobile App,Card,Phú Quốc,4,3337000,6%,Completed,12494000,3.9,TRUE,,
B00866,6/19/2025,9/6/2025,C0191,Corporate,Cultural,Agent,Card,Huế,2,1500000,4%,Completed,2892000,4,TRUE,,
B00867,9/4/2025,11/3/2025,C0044,Young Professional,Beach,Website,Card,TP.HCM,2,4211000,10%,Completed,7571000,3.5,TRUE,,
B00868,7/22/2025,10/16/2025,C0354,Family,Adventure,Website,Card,Phú Quốc,1,4235000,12%,Completed,3710000,4.1,TRUE,,
B00869,5/31/2024,6/20/2024,C0216,Family,Adventure,Website,Card,Hạ Long,1,4667000,1%,Completed,4620000,4.5,TRUE,,
B00870,5/12/2024,6/19/2024,C0137,Corporate,Foodie,Agent,Cash,Nha Trang,3,1978000,0%,Completed,5910000,4.2,FALSE,,
B00871,8/1/2024,8/20/2024,C0002,Young Professional,City Break,Mobile App,Card,Đà Lạt,1,2596000,7%,Completed,2422000,3.7,FALSE,,
B00872,10/19/2024,11/5/2024,C0202,Corporate,Foodie,Website,Card,Huế,4,2417000,8%,Completed,8943000,3.4,TRUE,,
B00873,7/2/2025,8/19/2025,C0064,Family,City Break,Mobile App,Bank Transfer,TP.HCM,1,2650000,0%,Completed,2645000,5,TRUE,,
B00874,4/1/2025,4/29/2025,C0411,Family,Foodie,Mobile App,Card,Đà Lạt,1,1865000,18%,Completed,1533000,4.4,TRUE,,
B00875,2/5/2025,3/19/2025,C0123,Student,Adventure,Website,Cash,Hạ Long,1,6609000,8%,Completed,6067000,3.8,FALSE,,
B00876,7/1/2025,8/15/2025,C0200,Young Professional,Beach,Website,Cash,Hạ Long,1,3085000,11%,Completed,2758000,4.4,TRUE,,
B00877,2/6/2025,4/7/2025,C0008,Family,Beach,Call Center,Bank Transfer,Huế,3,3645000,12%,Completed,9601000,5,TRUE,,
B00878,8/24/2024,11/18/2024,C0055,Family,Cultural,Website,Bank Transfer,,1,2671000,14%,Completed,2302000,4.5,TRUE,,
B00879,9/14/2024,12/1/2024,C0088,Young Professional,Cultural,Website,Bank Transfer,Hà Nội,2,2949000,5%,Completed,5591000,2.8,TRUE,,
B00880,11/18/2024,12/28/2024,C0022,Young Professional,Beach,Website,Cash,Huế,2,4460000,0%,Completed,8920000,5,TRUE,,
B00881,2/25/2024,4/1/2024,C0305,Corporate,Foodie,Mobile App,Card,Nha Trang,3,2966000,5%,Completed,8435000,3.3,FALSE,,
B00882,4/7/2025,6/18/2025,C0398,Young Professional,Beach,Website,Card,Phú Quốc,2,4706000,6%,Completed,8894000,4.1,TRUE,,
B00883,2/10/2025,3/2/2025,C0414,Corporate,Foodie,Website,Card,Đà Lạt,4,2165000,14%,Completed,7430000,3.6,TRUE,,
B00884,3/31/2025,5/23/2025,C0112,Young Professional,Family,Website,Card,Sa Pa,4,3525000,1%,Completed,13917000,3.8,TRUE,,
B00885,11/28/2024,1/11/2025,C0332,Young Professional,Beach,Mobile App,Card,Hội An,3,2421000,12%,Completed,6413000,4.3,TRUE,,
B00886,5/2/2025,5/26/2025,C0212,Family,Family,Website,Card,Hạ Long,4,3370000,5%,Completed,12766000,3.2,TRUE,,
B00887,8/14/2025,10/12/2025,C0020,Family,Cultural,Agent,Card,TP.HCM,4,1566000,13%,Completed,5425000,4.2,TRUE,,
B00888,12/21/2024,1/25/2025,C0039,Young Professional,Family,Website,Card,TP.HCM,3,2103000,12%,Completed,5558000,4.8,TRUE,,
B00889,10/3/2024,10/28/2024,C0231,Student,Beach,Website,Card,Nha Trang,2,5068000,17%,Completed,8464000,3.8,FALSE,,
B00890,3/6/2024,5/7/2024,C0178,Corporate,Foodie,Call Center,Bank Transfer,Hạ Long,1,2273000,18%,Completed,1855000,3.5,TRUE,,
B00891,4/30/2025,5/24/2025,C0004,Family,Cultural,Agent,Cash,Phú Quốc,2,2104000,15%,Completed,3585000,4.1,FALSE,,
B00892,7/17/2025,9/19/2025,C0391,Family,Cultural,Website,Bank Transfer,Đà Nẵng,1,2426000,17%,Completed,2009000,4,TRUE,,
B00893,3/11/2025,4/3/2025,C0307,Young Professional,Family,Agent,Card,Hội An,4,2923000,10%,Completed,10534000,3.9,TRUE,,
B00894,6/23/2025,8/7/2025,C0212,Family,Family,Mobile App,Bank Transfer,Hà Nội,3,2992000,17%,Completed,7423000,3.6,TRUE,,
B00895,6/20/2025,9/3/2025,C0415,Student,Cultural,Website,Bank Transfer,TP.HCM,2,4006000,5%,Completed,7635000,4.5,TRUE,,
B00896,5/12/2025,6/9/2025,C0408,Family,Family,Agent,Card,Phú Quốc,2,3793000,4%,Completed,7290000,4.5,TRUE,,
B00897,11/9/2024,1/20/2025,C0410,Corporate,Beach,Agent,E-wallet,Đà Nẵng,2,5409000,17%,Completed,8936000,3.7,TRUE,,
B00898,3/3/2024,5/10/2024,C0109,Student,Family,Website,Card,Đà Nẵng,3,4409000,17%,Completed,11045000,3.7,TRUE,,
B00899,1/3/2024,3/26/2024,C0370,Corporate,Cultural,Mobile App,Cash,Đà Nẵng,2,2211000,15%,Completed,3763000,4.3,FALSE,,
B00900,5/7/2024,5/30/2024,C0212,Family,Cultural,Website,Bank Transfer,Đà Nẵng,1,3541000,16%,Completed,2971000,3.7,TRUE,,
B00901,9/25/2024,12/1/2024,C0305,Corporate,Beach,Website,Card,Phú Quốc,1,2900000,0%,Completed,2900000,4.3,TRUE,,
B00902,4/8/2025,7/2/2025,C0362,Student,Cultural,Call Center,Cash,TP.HCM,1,1984000,12%,Cancelled,0,,TRUE,,
B00903,10/10/2024,12/20/2024,C0069,Student,Cultural,Mobile App,Card,Đà Lạt,3,3240000,5%,Completed,9215000,4.2,TRUE,,
B00904,1/15/2024,2/9/2024,C0189,Family,Adventure,Mobile App,Card,Phú Quốc,1,5061000,20%,Completed,4074000,3.6,FALSE,,
B00905,5/11/2024,7/26/2024,C0055,Family,Beach,Mobile App,Card,Nha Trang,2,5371000,0%,Completed,10742000,4.4,FALSE,,
B00906,9/2/2025,9/20/2025,C0118,Family,Beach,Mobile App,Card,Hội An,1,3978000,14%,Completed,3441000,4.1,TRUE,,
B00907,9/7/2025,11/3/2025,C0174,Corporate,Adventure,Website,Card,Đà Nẵng,2,3558000,9%,Completed,6504000,4.1,TRUE,,
B00908,8/22/2024,10/11/2024,C0360,Family,Beach,Call Center,Cash,Huế,1,3151000,15%,Cancelled,0,,TRUE,,
B00909,5/16/2025,7/8/2025,C0363,Student,Family,Mobile App,Card,Nha Trang,3,3210000,7%,Completed,8927000,4.5,FALSE,,
B00910,3/24/2025,5/15/2025,C0164,Student,Foodie,Mobile App,Card,Đà Nẵng,1,1857000,14%,Completed,1593000,4.2,FALSE,,
B00911,8/3/2025,8/15/2025,C0139,Family,Cultural,Mobile App,Cash,Hạ Long,1,1813000,2%,Completed,1780000,4.2,TRUE,,
B00912,7/6/2025,8/26/2025,C0223,Family,Foodie,Website,Card,Phú Quốc,1,3562000,6%,Completed,3355000,5,TRUE,,
B00913,1/26/2025,4/21/2025,C0383,Family,Beach,Website,Card,Phú Quốc,1,4583000,11%,Completed,4083000,4.8,TRUE,,
B00914,9/2/2024,10/17/2024,C0411,Family,Beach,Website,Bank Transfer,Hạ Long,2,4914000,15%,Completed,8354000,4.6,FALSE,,
B00915,1/25/2025,2/26/2025,C0096,Family,Family,Website,E-wallet,Hà Nội,5,3929000,18%,Completed,16129000,4.3,TRUE,,
B00916,7/17/2024,10/15/2024,C0079,Family,Family,Mobile App,Card,Hạ Long,3,3260000,13%,Completed,8518000,3.7,TRUE,,
