Mã đặt chỗ,Ngày đặt tour,Ngày đi tour,Mã khách hàng,Nhóm khách hàng,Loại tour,Kênh bán hàng,Kênh thanh toán,Địa điểm,Số lượng người đi,Giá gốc (VND),Giảm giá,Mức độ hoàn thành,Giá cuối cùng,Mức độ hài lòng,Trở lại sử dụng dịch vụ
B01199,9/7/2025,11/27/2025,C0145,Người đi làm,Biển,App điện thoại,Chuyển khoản,Nha Trang,2,4201000,13%,Hoàn thành,7301000,4.2,Đúng
B01199,9/7/2025,11/27/2025,C0145,Người đi làm,Biển,App điện thoại,Chuyển khoản,Nha Trang,2,4201000,13%,Hoàn thành,7301000,4.2,Đúng
B01200,10/7/2024,10/20/2024,C0133,Gia đình,City Break,App điện thoại,Chuyển khoản,Phú Quốc,2,2326000,15%,Hoàn thành,3940000,4.7,Đúng
B01201,1/1/2022,2/6/2022,C0320,Doanh nghiệp,Biển,Website,Thẻ,Hội An,3,4398000,16%,Hoàn thành,11084000,4.2,Đúng
B01202,1/1/2022,1/24/2022,C0421,Doanh nghiệp,Văn hóa,Website,Thẻ,Nha Trang,2,3186000,14%,Hoàn thành,5507000,4.2,Sai
B01203,1/1/2022,1/2/2022,C0422,Học sinh,Văn hóa,Website,Thẻ,Đà Nẵng,1,2596000,20%,Hoàn thành,2085000,4.1,Sai
B01204,1/2/2022,2/10/2022,C0423,Gia đình,Văn hóa,Website,Thẻ,Khác,3,3165000,3%,Hủy bỏ,9230000,4.5,Sai
B01205,1/3/2022,1/31/2022,C0424,Học sinh,Gia đình,Đại lý,Chuyển khoản,Hội An,1,2631000,12%,Hoàn thành,2323000,4.3,Sai
B01206,1/3/2022,3/9/2022,C0068,Học sinh,Biển,Website,Thẻ,Phú Quốc,3,3991000,16%,Hoàn thành,10078000,4.3,Đúng
B01207,1/3/2022,2/2/2022,C0013,Gia đình,Văn hóa,Đại lý,Thẻ,Phú Quốc,1,2787000,11%,Hoàn thành,2468000,4.1,Đúng
B01208,1/4/2022,2/18/2022,C0094,Người đi làm,Biển,App điện thoại,Thẻ,TP.HCM,4,3980000,15%,Hoàn thành,13468000,4.3,Đúng
B01209,1/5/2022,2/19/2022,C0425,Gia đình,Biển,Website,Thẻ,Phú Quốc,2,4472000,8%,Hoàn thành,8207000,3.3,Sai
B01210,1/5/2022,2/26/2022,C0416,Học sinh,City Break,Website,Thẻ,Hạ Long,1,2637000,14%,Hoàn thành,2277000,4.1,Đúng
B01211,1/6/2022,3/23/2022,C0334,Người đi làm,Khám phá,Website,Chuyển khoản,Đà Nẵng,4,5490000,0%,Hoàn thành,21960000,3.6,Đúng
B01212,1/6/2022,2/14/2022,C0227,Doanh nghiệp,City Break,Website,Thẻ,Huế,1,2154000,5%,Hoàn thành,2050000,4.8,Đúng
B01213,1/7/2022,2/7/2022,C0250,Người đi làm,Biển,Đại lý,Thẻ,Hà Nội,1,4480000,9%,Hoàn thành,4071000,4,Đúng
B01214,1/7/2022,4/5/2022,C0055,Người đi làm,Biển,App điện thoại,Thẻ,Đà Lạt,1,3590000,9%,Hoàn thành,3266000,4.2,Đúng
B01215,1/8/2022,2/21/2022,C0100,Người đi làm,Gia đình,Website,Thẻ,Hạ Long,1,3703000,10%,Hoàn thành,3321000,4,Đúng
B01216,1/9/2022,3/5/2022,C0150,Người đi làm,Biển,Website,Thẻ,Huế,1,3645000,13%,Hoàn thành,3156000,4.1,Đúng
B01217,1/9/2022,3/10/2022,C0267,Người đi làm,Gia đình,Website,Tiền,Đà Nẵng,3,3248000,9%,Hoàn thành,8819000,4.6,Đúng
B01218,1/10/2022,2/19/2022,C0426,Người đi làm,Văn hóa,App điện thoại,Thẻ,Hạ Long,1,2756000,7%,Hoàn thành,2554000,4.5,Sai
B01219,1/10/2022,2/6/2022,C0186,Gia đình,City Break,Đại lý,Thẻ,Đà Nẵng,2,2710000,13%,Hoàn thành,4711000,4.9,Đúng
B01220,1/10/2022,3/19/2022,C0299,Người đi làm,Văn hóa,Website,Thẻ,Hạ Long,1,2729000,5%,Hoàn thành,2582000,3.7,Đúng
B01221,1/11/2022,2/24/2022,C0310,Doanh nghiệp,Khám phá,Website,Thẻ,Sa Pa,2,5059000,10%,Hoàn thành,9102000,4.4,Đúng
B01222,1/11/2022,3/8/2022,C0427,Người đi làm,Văn hóa,App điện thoại,Tiền,Đà Nẵng,3,2405000,8%,Hủy bỏ,0,,Sai
B01223,1/11/2022,1/21/2022,C0109,Gia đình,Gia đình,Website,Thẻ,Đà Lạt,3,2824000,4%,Hoàn thành,8139000,4,Đúng
B01224,1/12/2022,3/19/2022,C0428,Người đi làm,Ăn uống,Gọi điện tư vấn,Tiền,Đà Nẵng,1,2631000,10%,Hủy bỏ,0,,Sai
B01225,1/13/2022,5/4/2022,C0257,Học sinh,Biển,Website,Chuyển khoản,Phú Quốc,2,4057000,7%,Hoàn thành,7554000,4.6,Đúng
B01226,1/13/2022,3/5/2022,C0380,Học sinh,City Break,Khác,Thẻ,Sa Pa,1,2003000,12%,Hoàn thành,1760000,4.2,Đúng
B01227,1/13/2022,3/16/2022,C0011,Gia đình,Gia đình,Website,Tiền,Nha Trang,2,3440000,11%,Hoàn thành,6122000,4.1,Đúng
B01228,1/13/2022,2/9/2022,C0429,Học sinh,Gia đình,Website,Tiền,Đà Lạt,3,3275000,8%,Hoàn thành,9027000,4.2,Sai
B01229,1/15/2022,1/26/2022,C0430,Học sinh,Văn hóa,Website,Thẻ,Đà Nẵng,1,2761000,13%,Hoàn thành,2400000,4.2,Sai
B01230,1/15/2022,3/16/2022,C0431,Học sinh,Văn hóa,App điện thoại,Chuyển khoản,Khác,3,2877000,7%,Hoàn thành,8057000,3.3,Sai
B01231,1/16/2022,2/14/2022,C0178,Gia đình,City Break,Website,Tiền,Nha Trang,1,2768000,10%,Hoàn thành,2484000,4,Đúng
B01232,1/16/2022,3/18/2022,C0119,Doanh nghiệp,City Break,App điện thoại,Thẻ,Đà Lạt,2,2294000,12%,Hoàn thành,4033000,4.2,Đúng
B01233,1/16/2022,1/26/2022,C0167,Người đi làm,Văn hóa,Website,Thẻ,Hà Nội,2,2652000,13%,Hoàn thành,4628000,3.6,Đúng
B01234,1/17/2022,3/1/2022,C0148,Gia đình,City Break,Website,Thẻ,Phú Quốc,1,2125000,13%,Hoàn thành,1842000,3.9,Đúng
B01235,1/18/2022,3/9/2022,C0411,Gia đình,City Break,Website,Thẻ,Huế,2,1697000,14%,Hoàn thành,2922000,4.1,Đúng
B01236,1/18/2022,5/2/2022,C0303,Học sinh,Gia đình,Gọi điện tư vấn,Thẻ,Đà Nẵng,3,3527000,13%,Hoàn thành,9228000,3.8,Đúng
B01237,1/18/2022,4/15/2022,C0432,Học sinh,Gia đình,Đại lý,Thẻ,Phú Quốc,1,3693000,20%,Hoàn thành,2957000,4.9,Sai
B01238,1/18/2022,1/31/2022,C0433,Gia đình,Biển,Đại lý,Thẻ,Đà Nẵng,3,4192000,9%,Hoàn thành,11416000,4.7,Sai
B01239,1/19/2022,3/5/2022,C0037,Gia đình,Khám phá,Đại lý,Thẻ,Hạ Long,2,5779000,13%,Hoàn thành,10060000,3.6,Đúng
B01240,1/19/2022,3/21/2022,C0434,Học sinh,Gia đình,App điện thoại,Thẻ,Sa Pa,4,2897000,10%,Hoàn thành,10462000,4.7,Sai
B01241,1/20/2022,3/16/2022,C0311,Doanh nghiệp,Khám phá,Website,Tiền,TP.HCM,1,4970000,2%,Hoàn thành,4870000,4.2,Đúng
B01242,1/20/2022,4/13/2022,C0419,Người đi làm,Biển,Đại lý,Thẻ,Khác,1,3972000,0%,Hoàn thành,3962000,4.7,Đúng
B01243,1/21/2022,3/7/2022,C0158,Gia đình,Khám phá,Website,Thẻ,Hà Nội,4,4471000,12%,Hủy bỏ,0,,Đúng
B01244,1/21/2022,3/6/2022,C0435,Người đi làm,Khám phá,Website,Thẻ,Nha Trang,2,5110000,13%,Hoàn thành,8846000,4.4,Sai
B01245,1/22/2022,3/7/2022,C0436,Người đi làm,Văn hóa,App điện thoại,Tiền,Đà Nẵng,1,2772000,13%,Hủy bỏ,0,,Sai
B01246,1/23/2022,3/5/2022,C0366,Gia đình,Biển,Đại lý,Phương thức khác,Nha Trang,2,4429000,9%,Hoàn thành,8087000,3.6,Đúng
B01247,1/23/2022,2/13/2022,C0041,Người đi làm,Văn hóa,Website,Tiền,Hội An,1,3209000,4%,Hoàn thành,3090000,3.7,Đúng
B01248,1/23/2022,3/14/2022,C0191,Doanh nghiệp,Văn hóa,Đại lý,Thẻ,Nha Trang,1,3205000,12%,Hoàn thành,2820000,4,Đúng
B01249,1/23/2022,2/19/2022,C0408,Gia đình,Khám phá,Đại lý,Phương thức khác,Đà Nẵng,1,5912000,2%,Hủy bỏ,0,,Đúng
B01250,1/23/2022,3/16/2022,C0216,Doanh nghiệp,Gia đình,App điện thoại,Ví điện tử,Sa Pa,1,3085000,14%,Hoàn thành,2665000,4,Đúng
B01251,1/23/2022,4/25/2022,C0437,Người đi làm,Khám phá,Đại lý,Thẻ,Hạ Long,3,6356000,10%,Hủy bỏ,0,,Sai
B01252,1/24/2022,3/27/2022,C0059,Doanh nghiệp,Biển,Đại lý,Thẻ,Nha Trang,4,4165000,16%,Hoàn thành,14053000,3.2,Đúng
B01253,1/24/2022,2/10/2022,C0377,Học sinh,Ăn uống,Khác,Ví điện tử,Phú Quốc,4,2898000,7%,Hoàn thành,10745000,4,Đúng
B01254,1/24/2022,4/18/2022,C0107,Học sinh,Khám phá,Website,Chuyển khoản,TP.HCM,5,5430000,16%,Hoàn thành,22909000,5,Đúng
B01255,1/24/2022,3/30/2022,C0438,Doanh nghiệp,Gia đình,Website,Thẻ,Phú Quốc,4,3388000,7%,Hoàn thành,12544000,4.4,Sai
B01256,1/25/2022,4/1/2022,C0235,Gia đình,Ăn uống,Website,Phương thức khác,Đà Nẵng,4,2722000,2%,Hoàn thành,10692000,5,Đúng
B01257,1/25/2022,2/14/2022,C0265,Gia đình,City Break,Website,Thẻ,Nha Trang,4,2563000,9%,Hoàn thành,9292000,4,Đúng
B01258,1/25/2022,3/12/2022,C0414,Gia đình,Gia đình,Đại lý,Chuyển khoản,Khác,2,2625000,8%,Hoàn thành,4845000,4.2,Đúng
B01259,1/25/2022,2/18/2022,C0394,Gia đình,Văn hóa,Website,Thẻ,TP.HCM,1,2320000,6%,Hoàn thành,2187000,4.4,Đúng
B01260,1/26/2022,3/20/2022,C0357,Doanh nghiệp,Biển,App điện thoại,Thẻ,Đà Lạt,1,3225000,9%,Hoàn thành,2932000,5,Đúng
B01261,1/26/2022,1/26/2022,C0134,Học sinh,Ăn uống,Website,Thẻ,Hà Nội,1,2101000,14%,Hủy bỏ,0,,Đúng
B01262,1/27/2022,2/22/2022,C0439,Gia đình,Gia đình,App điện thoại,Thẻ,Nha Trang,1,3917000,16%,Hoàn thành,3295000,3.6,Sai
B01263,1/27/2022,2/3/2022,C0432,Người đi làm,Văn hóa,Website,Thẻ,Phú Quốc,1,2738000,4%,Hoàn thành,2641000,4.4,Đúng
B01264,1/28/2022,3/24/2022,C0009,Người đi làm,Gia đình,Website,Chuyển khoản,Đà Nẵng,1,3393000,10%,Hủy bỏ,0,,Đúng
B01265,1/28/2022,3/5/2022,C0440,Gia đình,Ăn uống,App điện thoại,Phương thức khác,Huế,2,2512000,8%,Hoàn thành,4634000,4.1,Sai
B01266,1/28/2022,2/18/2022,C0033,Học sinh,Gia đình,Website,Thẻ,Hà Nội,4,3346000,14%,Hủy bỏ,0,,Đúng
B01267,1/29/2022,3/4/2022,C0441,Gia đình,Gia đình,Website,Thẻ,TP.HCM,1,3210000,9%,Hoàn thành,2914000,3.9,Sai
B01268,1/29/2022,3/23/2022,C0442,Người đi làm,Khám phá,Khác,Phương thức khác,TP.HCM,3,5056000,10%,Hoàn thành,13576000,3.5,Sai
B01269,1/29/2022,2/23/2022,C0158,Gia đình,Gia đình,Website,Chuyển khoản,Hà Nội,2,3211000,9%,Hủy bỏ,0,,Đúng
B01270,1/29/2022,2/16/2022,C0256,Học sinh,Biển,Đại lý,Thẻ,TP.HCM,3,4024000,10%,Hoàn thành,10917000,4,Đúng
B01271,2/1/2022,2/10/2022,C0004,Gia đình,Văn hóa,Đại lý,Chuyển khoản,Sa Pa,1,2781000,3%,Hoàn thành,2702000,4,Đúng
B01272,1/2/2022,4/4/2022,C0443,Người đi làm,City Break,App điện thoại,Chuyển khoản,Sa Pa,2,2220000,12%,Hoàn thành,3912000,3.7,Sai
B01273,2/1/2022,5/24/2022,C0015,Doanh nghiệp,Gia đình,App điện thoại,Thẻ,Hà Nội,2,3077000,5%,Hoàn thành,5855000,4.3,Đúng
B01274,2/2/2022,3/25/2022,C0444,Người đi làm,Biển,Đại lý,Thẻ,Hội An,1,3841000,20%,Hoàn thành,3058000,4.3,Sai
B01275,2/2/2022,3/26/2022,C0034,Gia đình,Khám phá,Đại lý,Thẻ,Sa Pa,3,4588000,13%,Hủy bỏ,0,,Đúng
B01276,2/2/2022,4/14/2022,C0445,Người đi làm,Gia đình,Khác,Chuyển khoản,Đà Nẵng,2,3594000,7%,Hoàn thành,6661000,4.2,Sai
B01277,2/3/2022,4/2/2022,C0446,Doanh nghiệp,City Break,Đại lý,Ví điện tử,Hà Nội,2,2706000,8%,Hoàn thành,4957000,4.9,Sai
B01278,2/4/2022,5/7/2022,C0447,Học sinh,Gia đình,Đại lý,Thẻ,Phú Quốc,3,3516000,10%,Hoàn thành,9449000,3.5,Sai
B01279,2/4/2022,5/14/2022,C0220,Doanh nghiệp,Biển,Website,Thẻ,TP.HCM,1,3730000,8%,Hoàn thành,3448000,5,Đúng
B01280,2/4/2022,3/15/2022,C0046,Người đi làm,Văn hóa,Website,Thẻ,Hội An,2,2646000,11%,Hoàn thành,4717000,3.9,Đúng
B01281,2/5/2022,3/23/2022,C0380,Học sinh,Khám phá,Website,Tiền,Đà Lạt,1,4811000,7%,Hoàn thành,4488000,4.6,Đúng
B01282,2/5/2022,6/5/2022,C0448,Doanh nghiệp,Văn hóa,Website,Thẻ,Hà Nội,1,2796000,4%,Hoàn thành,2687000,4.3,Sai
B01283,2/6/2022,3/25/2022,C0432,Gia đình,Ăn uống,Website,Thẻ,Nha Trang,1,2562000,13%,Hoàn thành,2233000,5,Đúng
B01284,2/6/2022,4/11/2022,C0449,Học sinh,Ăn uống,Website,Thẻ,Phú Quốc,1,3009000,14%,Hoàn thành,2574000,4.2,Sai
B01285,2/6/2022,3/28/2022,C0083,Người đi làm,Gia đình,App điện thoại,Thẻ,Nha Trang,2,3473000,4%,Hoàn thành,6677000,4.5,Đúng
B01286,2/6/2022,2/13/2022,C0222,Doanh nghiệp,Biển,Đại lý,Thẻ,Hội An,3,4052000,10%,Hoàn thành,10900000,4.6,Đúng
B01287,2/7/2022,3/26/2022,C0450,Khác,Biển,Website,Tiền,Phú Quốc,1,4139000,9%,Hoàn thành,3766000,3.3,Sai
B01288,2/7/2022,3/22/2022,C0451,Học sinh,Biển,App điện thoại,Thẻ,Sa Pa,1,3715000,15%,Hoàn thành,3143000,4.6,Sai
B01289,2/7/2022,4/7/2022,C0452,Người đi làm,Ăn uống,App điện thoại,Thẻ,Đà Lạt,1,2524000,19%,Hoàn thành,2047000,4,Sai
B01290,2/7/2022,3/14/2022,C0025,Doanh nghiệp,Ăn uống,Đại lý,Thẻ,Đà Nẵng,2,2521000,7%,Hoàn thành,4670000,3.8,Đúng
B01291,2/8/2022,3/18/2022,C0453,Học sinh,Ăn uống,Website,Chuyển khoản,Đà Nẵng,3,2586000,13%,Hoàn thành,6720000,4.6,Sai
B01292,2/8/2022,4/5/2022,C0454,Gia đình,Văn hóa,Website,Thẻ,Hà Nội,2,2549000,16%,Hoàn thành,4296000,3.6,Sai
B01293,2/8/2022,4/13/2022,C0455,Khác,Khám phá,Website,Tiền,Đà Nẵng,3,5422000,17%,Hủy bỏ,0,,Sai
B01294,2/8/2022,4/27/2022,C0375,Học sinh,Biển,App điện thoại,Thẻ,Đà Lạt,1,3632000,12%,Hoàn thành,3204000,4.4,Đúng
B01295,2/8/2022,3/17/2022,C0301,Người đi làm,Khám phá,Đại lý,Tiền,Nha Trang,1,5053000,10%,Hoàn thành,4550000,4.3,Đúng
B01296,2/10/2022,4/23/2022,C0087,Gia đình,Văn hóa,App điện thoại,Ví điện tử,Huế,1,2455000,15%,Hoàn thành,2079000,4.7,Đúng
B01297,2/10/2022,2/10/2022,C0456,Gia đình,Gia đình,App điện thoại,Tiền,Đà Lạt,2,3281000,9%,Hoàn thành,5971000,4.6,Sai
B01298,2/10/2022,4/3/2022,C0141,Học sinh,Ăn uống,Website,Ví điện tử,Đà Lạt,4,2575000,17%,Hoàn thành,8581000,4.7,Đúng
B01299,2/12/2022,3/14/2022,C0237,Người đi làm,Gia đình,Website,Chuyển khoản,Sa Pa,4,3194000,13%,Hoàn thành,11152000,5,Đúng
B01300,2/12/2022,3/29/2022,C0045,Học sinh,Biển,App điện thoại,Thẻ,Phú Quốc,4,3981000,13%,Hoàn thành,13905000,4,Đúng
B01301,2/12/2022,4/20/2022,C0457,Gia đình,Biển,Website,Thẻ,Đà Nẵng,1,4666000,8%,Hoàn thành,4273000,4.4,Sai
B01302,2/13/2022,3/10/2022,C0379,Học sinh,Biển,App điện thoại,Thẻ,Nha Trang,3,4277000,11%,Hủy bỏ,0,,Đúng
B01303,2/13/2022,2/21/2022,C0458,Gia đình,Gia đình,App điện thoại,Tiền,TP.HCM,5,3131000,16%,Hoàn thành,13075000,4.2,Sai
B01304,2/13/2022,3/26/2022,C0409,Gia đình,Biển,App điện thoại,Thẻ,Phú Quốc,2,3993000,12%,Hoàn thành,7007000,4,Đúng
B01305,2/14/2022,5/20/2022,C0459,Gia đình,Biển,Website,Thẻ,Huế,2,3686000,6%,Hoàn thành,6964000,4.7,Sai
B01306,2/14/2022,3/3/2022,C0421,Người đi làm,Văn hóa,Gọi điện tư vấn,Chuyển khoản,Hà Nội,1,2555000,3%,Hoàn thành,2474000,3.9,Đúng
B01307,2/15/2022,3/21/2022,C0196,Gia đình,Văn hóa,Website,Thẻ,Hà Nội,2,2725000,5%,Hoàn thành,5202000,3.9,Đúng
B01308,2/16/2022,3/15/2022,C0141,Gia đình,Văn hóa,Đại lý,Thẻ,Đà Nẵng,1,2578000,11%,Hoàn thành,2284000,3.2,Đúng
B01309,2/17/2022,2/25/2022,C0037,Khác,Biển,Đại lý,Chuyển khoản,TP.HCM,2,3727000,8%,Hoàn thành,6858000,4.4,Đúng
B01310,2/17/2022,3/21/2022,C0460,Người đi làm,Biển,Website,Thẻ,Hạ Long,2,4002000,12%,Hủy bỏ,0,,Sai
B01311,2/17/2022,5/3/2022,C0461,Người đi làm,City Break,App điện thoại,Chuyển khoản,Huế,2,2040000,1%,Hoàn thành,4023000,4,Sai
B01312,2/18/2022,2/18/2022,C0212,Gia đình,Gia đình,Website,Chuyển khoản,Đà Lạt,3,3204000,8%,Hoàn thành,8854000,4.9,Đúng
B01313,2/19/2022,4/18/2022,C0061,Người đi làm,Văn hóa,Website,Thẻ,Sa Pa,2,2469000,4%,Hoàn thành,4720000,4,Đúng
B01314,2/20/2022,4/19/2022,C0245,Học sinh,Ăn uống,Website,Chuyển khoản,Khác,2,2783000,13%,Hoàn thành,4821000,3.8,Đúng
B01315,2/20/2022,5/11/2022,C0303,Người đi làm,Ăn uống,Khác,Ví điện tử,Hội An,1,1923000,10%,Hoàn thành,1726000,4.5,Đúng
B01316,2/20/2022,3/29/2022,C0305,Người đi làm,Biển,Đại lý,Thẻ,Đà Nẵng,2,4626000,12%,Hoàn thành,8125000,4.4,Đúng
B01317,2/21/2022,4/7/2022,C0397,Người đi làm,Văn hóa,Website,Tiền,Hạ Long,2,2667000,18%,Hoàn thành,4395000,4.3,Đúng
B01318,2/21/2022,5/11/2022,C0061,Gia đình,Văn hóa,Website,Tiền,Hội An,2,2809000,13%,Hoàn thành,4869000,4.5,Đúng
B01319,2/22/2022,5/2/2022,C0389,Người đi làm,Gia đình,Website,Thẻ,TP.HCM,2,3173000,7%,Hoàn thành,5919000,3.6,Đúng
B01320,2/22/2022,3/23/2022,C0462,Gia đình,City Break,App điện thoại,Ví điện tử,Khác,1,1921000,8%,Hoàn thành,1760000,4.4,Sai
B01321,2/22/2022,5/17/2022,C0074,Khác,Văn hóa,Đại lý,Chuyển khoản,Sa Pa,2,2521000,13%,Hoàn thành,4409000,3.2,Đúng
B01322,2/22/2022,5/18/2022,C0271,Gia đình,Văn hóa,Đại lý,Chuyển khoản,Huế,3,2310000,9%,Hoàn thành,6273000,3.6,Đúng
B01323,2/24/2022,4/20/2022,C0337,Gia đình,Ăn uống,Website,Tiền,TP.HCM,2,2560000,12%,Hủy bỏ,4515000,4.6,Đúng
B01324,2/25/2022,4/6/2022,C0364,Người đi làm,Biển,Website,Thẻ,Hạ Long,3,4375000,6%,Hoàn thành,12308000,4.5,Đúng
B01325,2/25/2022,4/10/2022,C0463,Doanh nghiệp,Văn hóa,Website,Thẻ,Huế,1,2513000,8%,Hoàn thành,2315000,4.7,Sai
B01326,2/25/2022,5/8/2022,C0315,Người đi làm,City Break,Website,Thẻ,TP.HCM,2,2468000,6%,Hoàn thành,4663000,4.3,Đúng
B01327,2/25/2022,5/26/2022,C0383,Người đi làm,Văn hóa,Website,Thẻ,Đà Nẵng,1,2516000,18%,Hoàn thành,2062000,3.9,Đúng
B01328,2/26/2022,4/7/2022,C0054,Gia đình,Ăn uống,Đại lý,Thẻ,Nha Trang,5,2942000,13%,Hủy bỏ,0,,Đúng
B01329,2/26/2022,3/7/2022,C0159,Gia đình,Biển,App điện thoại,Tiền,Phú Quốc,4,4218000,16%,Hoàn thành,14160000,4.8,Đúng
B01330,2/26/2022,4/12/2022,C0208,Học sinh,Gia đình,Website,Ví điện tử,TP.HCM,4,3253000,8%,Hủy bỏ,0,,Đúng
B01331,2/26/2022,4/13/2022,C0349,Học sinh,Ăn uống,Website,Thẻ,Đà Nẵng,2,2838000,15%,Hoàn thành,4802000,4.5,Đúng
B01332,2/27/2022,4/2/2022,C0376,Gia đình,Gia đình,Website,Thẻ,TP.HCM,1,3415000,9%,Hoàn thành,3100000,4.5,Đúng
B01333,2/27/2022,3/25/2022,C0464,Người đi làm,Biển,Website,Ví điện tử,TP.HCM,3,3548000,11%,Hoàn thành,9429000,4.6,Sai
B01334,3/1/2022,5/14/2022,C0405,Người đi làm,Khám phá,App điện thoại,Thẻ,TP.HCM,2,5323000,8%,Hủy bỏ,9765000,4.1,Đúng
B01335,3/2/2022,6/10/2022,C0384,Người đi làm,Văn hóa,Gọi điện tư vấn,Chuyển khoản,Khác,3,2529000,10%,Hoàn thành,6824000,5,Đúng
B01336,3/3/2022,4/19/2022,C0389,Học sinh,Biển,App điện thoại,Phương thức khác,Sa Pa,3,4141000,13%,Hoàn thành,10773000,4.4,Đúng
B01337,3/4/2022,3/14/2022,C0382,Học sinh,Văn hóa,Website,Tiền,Hội An,1,2507000,13%,Hoàn thành,2184000,4.2,Đúng
B01338,3/5/2022,5/22/2022,C0330,Gia đình,Ăn uống,Website,Thẻ,TP.HCM,1,2375000,8%,Hoàn thành,2175000,4.5,Đúng
B01339,3/5/2022,4/20/2022,C0465,Học sinh,Ăn uống,Website,Thẻ,TP.HCM,2,2633000,5%,Hoàn thành,5004000,4.1,Sai
B01340,3/6/2022,4/14/2022,C0466,Gia đình,Văn hóa,Website,Chuyển khoản,Hội An,4,2964000,8%,Hoàn thành,10864000,3.8,Sai
B01341,3/7/2022,3/21/2022,C0467,Học sinh,Ăn uống,Website,Thẻ,Nha Trang,2,2373000,9%,Hoàn thành,4302000,3.8,Sai
B01342,3/7/2022,5/5/2022,C0337,Học sinh,Ăn uống,Khác,Phương thức khác,Nha Trang,1,2693000,11%,Hoàn thành,2392000,4.4,Đúng
B01343,3/7/2022,5/8/2022,C0351,Gia đình,Văn hóa,App điện thoại,Thẻ,Hội An,4,2760000,11%,Hoàn thành,9822000,4.5,Đúng
B01344,3/7/2022,4/15/2022,C0468,Người đi làm,City Break,Website,Ví điện tử,Đà Nẵng,1,2913000,17%,Hoàn thành,2416000,4.8,Sai
B01345,3/7/2022,6/3/2022,C0469,Gia đình,Văn hóa,Đại lý,Thẻ,Đà Nẵng,3,2856000,11%,Hoàn thành,7631000,3.7,Sai
B01346,3/8/2022,5/1/2022,C0084,Người đi làm,Văn hóa,Khác,Chuyển khoản,Hạ Long,3,2511000,8%,Hoàn thành,6928000,4.8,Đúng
B01347,3/8/2022,3/8/2022,C0470,Gia đình,Văn hóa,App điện thoại,Thẻ,Hạ Long,2,2608000,1%,Hoàn thành,5166000,4.2,Sai
B01348,3/8/2022,4/20/2022,C0471,Gia đình,Biển,Website,Chuyển khoản,Khác,3,4602000,12%,Hủy bỏ,0,,Sai
B01349,3/8/2022,3/29/2022,C0472,Gia đình,Biển,Website,Thẻ,Phú Quốc,2,4085000,11%,Hoàn thành,7294000,4.2,Sai
B01350,3/9/2022,4/24/2022,C0473,Người đi làm,Gia đình,Website,Thẻ,Hội An,2,2956000,9%,Hoàn thành,5403000,3.3,Sai
B01351,3/9/2022,5/19/2022,C0074,Người đi làm,Biển,Khác,Thẻ,Đà Lạt,3,3118000,12%,Hoàn thành,8204000,4.3,Đúng
B01352,3/12/2022,6/10/2022,C0195,Người đi làm,Văn hóa,Website,Thẻ,Phú Quốc,2,2746000,8%,Hoàn thành,5027000,4.5,Đúng
B01353,3/12/2022,4/30/2022,C0474,Người đi làm,Biển,Website,Thẻ,Phú Quốc,4,4559000,4%,Hủy bỏ,0,,Sai
B01354,3/12/2022,4/28/2022,C0310,Gia đình,Biển,Website,Chuyển khoản,Nha Trang,1,4550000,13%,Hoàn thành,3976000,4.6,Đúng
B01355,3/13/2022,3/13/2022,C0475,Người đi làm,City Break,App điện thoại,Thẻ,Đà Nẵng,3,2585000,11%,Hoàn thành,6881000,4.5,Sai
B01356,3/13/2022,5/6/2022,C0414,Doanh nghiệp,Biển,Website,Thẻ,Hà Nội,3,4399000,8%,Hủy bỏ,0,,Đúng
B01357,3/13/2022,4/12/2022,C0432,Học sinh,Biển,Đại lý,Ví điện tử,Nha Trang,1,4946000,13%,Hoàn thành,4313000,3.6,Đúng
B01358,3/13/2022,4/16/2022,C0311,Doanh nghiệp,Biển,Website,Thẻ,Đà Lạt,1,3350000,12%,Hoàn thành,0,,Đúng
B01359,3/14/2022,5/27/2022,C0127,Gia đình,Gia đình,Website,Phương thức khác,Phú Quốc,1,3173000,15%,Hoàn thành,2682000,4.1,Đúng
B01360,3/15/2022,3/24/2022,C0454,Người đi làm,Biển,Đại lý,Chuyển khoản,Huế,2,3288000,4%,Hoàn thành,6314000,3.7,Đúng
B01361,3/16/2022,5/17/2022,C0267,Học sinh,Văn hóa,Website,Thẻ,Hội An,2,2524000,11%,Hoàn thành,4516000,3.9,Đúng
B01362,3/16/2022,5/14/2022,C0268,Người đi làm,Khám phá,App điện thoại,Thẻ,Hạ Long,2,5612000,4%,Hoàn thành,10793000,4.1,Đúng
B01363,3/17/2022,4/9/2022,C0476,Người đi làm,City Break,Website,Thẻ,Đà Lạt,1,2581000,11%,Hoàn thành,2285000,4.5,Sai
B01364,3/17/2022,6/20/2022,C0477,Gia đình,Ăn uống,Website,Thẻ,Phú Quốc,2,2796000,4%,Hoàn thành,5349000,4.3,Sai
B01365,3/17/2022,5/17/2022,C0478,Người đi làm,Văn hóa,App điện thoại,Thẻ,Khác,1,2536000,13%,Hủy bỏ,0,,Sai
B01366,3/18/2022,4/25/2022,C0479,Gia đình,City Break,Đại lý,Chuyển khoản,Sa Pa,3,2348000,8%,Hoàn thành,6447000,3.2,Sai
